election_term,state,seat_code,seat_name,total_votes_cast,voter_turnout_percentage,majority,total_registered_voters,absent_voters
ge12,Johor,P.150,Batu Pahat,54103,0.772,12968,70072,15969
ge12,Johor,P.151,Simpang Renggam,25998,0.746,7853,34859,8861
ge12,Johor,P.152,Kluang,54567,0.766,3781,71236,16669
ge12,Johor,P.153,Sembrong,25211,0.76,11570,33181,7970
ge12,Johor,P.154,Mersing,27548,0.756,13736,36443,8895
ge12,Johor,P.155,Tenggara,25784,0.798,14049,32298,6514
ge12,Johor,P.156,Kota Tinggi,27109,0.793,18961,34189,7080
ge12,Johor,P.158,Tebrau,48700,0.779,14851,62508,13808
ge12,Johor,P.159,Pasir Gudang,55891,0.767,17281,72860,16969
ge12,Johor,P.160,Johor Bahru,62440,0.696,25349,89725,27285
ge12,Johor,P.161,Pulai,56863,0.714,20449,79617,22754
ge12,Johor,P.162,Iskandar Puteri,60728,0.772,8851,78673,17945
ge12,Johor,P.163,Kulai,53676,0.797,11744,67356,13680
ge12,Johor,P.164,Pontian,32806,0.758,14444,43262,10456
ge12,Johor,P.165,Tanjung Piai,35564,0.778,12371,45700,10136
ge12,W.P. Labuan,P.166,Labuan,14149,0.681,8457,20782,6633
ge12,Sabah,P.167,Kudat,26551,0.67,9895,39640,13089
ge12,Sabah,P.168,Kota Marudu,22199,0.695,4198,31936,9737
ge12,Sabah,P.169,Kota Belud,33710,0.783,3020,43068,9358
ge12,Sabah,P.170,Tuaran,30563,0.75,6622,40761,10198
ge12,Sabah,P.171,Sepanggar,26990,0.688,11461,39252,12262
ge12,Sabah,P.172,Kota Kinabalu,28017,0.641,106,43715,15698
ge12,Sabah,P.173,Putatan,23296,0.667,6445,34937,11641
ge12,Sabah,P.174,Penampang,25552,0.713,3063,35822,10270
ge12,Sabah,P.175,Papar,24913,0.772,9574,32279,7366
ge12,Sabah,P.176,Kimanis,17367,0.781,5453,22239,4872
ge12,Sabah,P.177,Beaufort,19346,0.722,10914,26787,7441
ge12,Sabah,P.178,Sipitang,18211,0.754,6146,24146,5935
ge12,Sabah,P.179,Ranau,22201,0.721,7251,30809,8608
ge12,Sabah,P.180,Keningau,25956,0.73,4264,35575,9619
ge12,Sabah,P.181,Tenom,15705,0.752,6883,20873,5168
ge12,Sabah,P.183,Beluran,12349,0.644,4352,19181,6832
ge12,Sabah,P.184,Libaran,20536,0.653,7529,31434,10898
ge12,Sabah,P.185,Batu Sapi,16398,0.631,3708,26003,9605
ge12,Sabah,P.186,Sandakan,20048,0.61,176,32849,12801
ge12,Sabah,P.187,Kinabatangan,12814,0.655,6326,19554,6740
ge12,Sabah,P.188,Lahad Datu,27557,0.634,9792,43485,15928
ge12,Sabah,P.189,Semporna,22209,0.631,17462,35213,13004
ge12,Sabah,P.190,Tawau,27071,0.636,4867,42557,15486
ge12,Sarawak,P.192,Mas Gading,14800,0.674,4301,21968,7168
ge12,Sarawak,P.193,Santubong,19959,0.647,11945,30834,10875
ge12,Sarawak,P.194,Petra Jaya,25027,0.617,14397,40536,15509
ge12,Sarawak,P.195,Bandar Kuching,36257,0.681,9952,53217,16960
ge12,Sarawak,P.196,Stampin,43922,0.653,3070,67261,23339
ge12,Sarawak,P.197,Kota Samarahan,21428,0.751,11411,28517,7089
ge12,Sarawak,P.198,Puncak Borneo,22306,0.617,6657,36146,13840
ge12,Sarawak,P.199,Serian,18516,0.664,13427,27902,9386
ge12,Sarawak,P.200,Batang Sadong,11120,0.662,5425,16795,5675
ge12,Sarawak,P.201,Batang Lupar,14393,0.642,8092,22415,8022
ge12,Sarawak,P.202,Sri Aman,15513,0.603,4252,25722,10209
ge12,Sarawak,P.203,Lubok Antu,12038,0.7,1610,17189,5151
ge12,Sarawak,P.204,Betong,15953,0.722,11709,22089,6136
ge12,Sarawak,P.205,Saratok,16467,0.687,8706,23983,7516
ge12,Sarawak,P.208,Sarikei,22246,0.702,51,31675,9429
ge12,Sarawak,P.209,Julau,13313,0.656,7584,20306,6993
ge12,Sarawak,P.211,Lanang,34443,0.695,4864,49529,15086
ge12,Sarawak,P.212,Sibu,36379,0.678,3235,53680,17301
ge12,Sarawak,P.213,Mukah,14435,0.632,6298,22851,8416
ge12,Sarawak,P.216,Hulu Rajang,11164,0.631,2164,17695,6531
ge12,Sarawak,P.217,Bintulu,32629,0.647,14965,50407,17778
ge12,Sarawak,P.218,Sibuti,13030,0.588,3648,22144,9114
ge12,Sarawak,P.219,Miri,33969,0.607,5216,55962,21993
ge12,Sarawak,P.220,Baram,12126,0.496,4044,24422,12296
ge12,Sarawak,P.221,Limbang,12380,0.609,676,20315,7935
ge12,Sarawak,P.222,Lawas,9342,0.594,7792,15716,6374
ge13,Perlis,P.001,Padang Besar,36142,0.861,7426,41976,5834
ge13,Perlis,P.002,Kangar,43431,0.848,4037,51215,7784
ge13,Perlis,P.003,Arau,38439,0.876,1371,43880,5441
ge13,Kedah,P.004,Langkawi,32096,0.855,11861,37539,5443
ge13,Kedah,P.005,Jerlun,45899,0.876,3270,52396,6497
ge13,Kedah,P.006,Kubang Pasu,57296,0.874,10444,65556,8260
ge13,Kedah,P.007,Padang Terap,37904,0.903,4442,41975,4071
ge13,Kedah,P.008,Pokok Sena,69524,0.861,3935,80747,11223
ge13,Kedah,P.009,Alor Setar,57912,0.839,1873,69025,11113
ge13,Kedah,P.010,Kuala Kedah,82253,0.863,4947,95310,13057
ge13,Kedah,P.011,Pendang,62578,0.892,2638,70154,7576
ge13,Kedah,P.012,Jerai,64778,0.871,1196,74371,9593
ge13,Kedah,P.013,Sik,42077,0.899,2807,46804,4727
ge13,Kedah,P.014,Merbok,74520,0.867,4122,85951,11431
ge13,Kedah,P.015,Sungai Petani,81024,0.87,9548,93131,12107
ge13,Kedah,P.016,Baling,83109,0.892,5185,93171,10062
ge13,Kedah,P.017,Padang Serai,64584,0.872,8437,74064,9480
ge13,Kedah,P.018,Kulim-Bandar Baharu,52766,0.866,1871,60930,8164
ge13,Kelantan,P.019,Tumpat,82962,0.841,10704,98646,15684
ge13,Kelantan,P.020,Pengkalan Chepa,54985,0.854,15120,64385,9400
ge13,Kelantan,P.021,Kota Bharu,66277,0.816,15970,81221,14944
ge13,Kelantan,P.022,Pasir Mas,60168,0.836,8047,71971,11803
ge13,Kelantan,P.023,Rantau Panjang,41934,0.793,6362,52880,10946
ge13,Kelantan,P.024,Kubang Kerian,55108,0.843,16741,65371,10263
ge13,Kelantan,P.025,Bachok,71792,0.88,201,81581,9789
ge13,Kelantan,P.026,Ketereh,53906,0.866,974,62247,8341
ge13,Kelantan,P.027,Tanah Merah,50009,0.859,4227,58217,8208
ge13,Kelantan,P.028,Pasir Puteh,66232,0.869,1888,76216,9984
ge13,Kelantan,P.029,Machang,51372,0.867,805,59252,7880
ge13,Kelantan,P.030,Jeli,37871,0.876,5336,43231,5360
ge13,Kelantan,P.031,Kuala Krai,54643,0.866,2043,63098,8455
ge13,Kelantan,P.032,Gua Musang,35097,0.874,8413,40156,5059
ge13,Terengganu,P.033,Besut,63017,0.868,8342,72600,9583
ge13,Terengganu,P.034,Setiu,59262,0.881,7943,67266,8004
ge13,Terengganu,P.035,Kuala Nerus,68036,0.892,610,76273,8237
ge13,Terengganu,P.036,Kuala Terengganu,82122,0.87,10785,94393,12271
ge13,Terengganu,P.037,Marang,81829,0.901,5124,90820,8991
ge13,Terengganu,P.038,Hulu Terengganu,56634,0.891,8213,63562,6928
ge13,Terengganu,P.039,Dungun,68204,0.872,3942,78215,10011
ge13,Terengganu,P.040,Kemaman,80168,0.872,12306,91935,11767
ge13,Pulau Pinang,P.041,Kepala Batas,46740,0.905,4176,51646,4906
ge13,Pulau Pinang,P.042,Tasek Gelugor,48121,0.89,3042,54068,5947
ge13,Pulau Pinang,P.043,Bagan,59792,0.873,34159,68490,8698
ge13,Pulau Pinang,P.044,Permatang Pauh,63475,0.885,11721,71723,8248
ge13,Pulau Pinang,P.045,Bukit Mertajam,69588,0.881,43063,78987,9399
ge13,Pulau Pinang,P.046,Batu Kawan,50208,0.873,25962,57512,7304
ge13,Pulau Pinang,P.047,Nibong Tebal,52599,0.886,8598,59366,6767
ge13,Pulau Pinang,P.048,Bukit Bendera,59118,0.832,32778,71055,11937
ge13,Pulau Pinang,P.049,Tanjong,42903,0.833,28645,51504,8601
ge13,Pulau Pinang,P.050,Jelutong,61715,0.866,25750,71264,9549
ge13,Pulau Pinang,P.051,Bukit Gelugor,70683,0.863,42706,81903,11220
ge13,Pulau Pinang,P.052,Bayan Baru,68846,0.87,19307,79133,10287
ge13,Pulau Pinang,P.053,Balik Pulau,43773,0.882,1539,49629,5856
ge13,Perak,P.054,Gerik,27414,0.838,6216,32713,5299
ge13,Perak,P.055,Lenggong,23736,0.849,4161,27957,4221
ge13,Perak,P.056,Larut,40100,0.861,5296,46573,6473
ge13,Perak,P.057,Parit Buntar,44306,0.862,8476,51399,7093
ge13,Perak,P.058,Bagan Serai,46384,0.847,1140,54762,8378
ge13,Perak,P.059,Bukit Gantang,61018,0.856,986,71282,10264
ge13,Perak,P.060,Taiping,63913,0.818,11745,78133,14220
ge13,Perak,P.061,Padang Rengas,24230,0.85,2230,28505,4275
ge13,Perak,P.062,Sungai Siput,41617,0.807,2793,51570,9953
ge13,Perak,P.063,Tambun,76275,0.853,9325,89419,13144
ge13,Perak,P.064,Ipoh Timor,65217,0.797,34000,81828,16611
ge13,Perak,P.065,Ipoh Barat,63074,0.8109999999999999,29038,77773,14699
ge13,Perak,P.066,Batu Gajah,70270,0.802,38410,87618,17348
ge13,Perak,P.067,Kuala Kangsar,28283,0.843,1082,33550,5267
ge13,Perak,P.068,Beruas,39586,0.805,5057,49175,9589
ge13,Perak,P.069,Parit,28613,0.854,4497,33504,4891
ge13,Perak,P.070,Kampar,49272,0.774,5400,63658,14386
ge13,Perak,P.071,Gopeng,81442,0.839,15309,97070,15628
ge13,Perak,P.072,Tapah,36957,0.813,7927,45457,8500
ge13,Perak,P.073,Pasir Salak,43533,0.845,7386,51518,7985
ge13,Perak,P.074,Lumut,73756,0.835,8168,88330,14574
ge13,Perak,P.075,Bagan Datuk,33069,0.828,2108,39938,6869
ge13,Perak,P.076,Teluk Intan,48839,0.807,7313,60519,11680
ge13,Perak,P.077,Tanjong Malim,53399,0.828,4328,64491,11092
ge13,Pahang,P.078,Cameron Highlands,22754,0.813,462,27987,5233
ge13,Pahang,P.079,Lipis,27126,0.839,3469,32331,5205
ge13,Pahang,P.080,Raub,45059,0.831,2814,54222,9163
ge13,Pahang,P.081,Jerantut,49600,0.85,4532,58352,8752
ge13,Pahang,P.082,Indera Mahkota,54737,0.852,7523,64245,9508
ge13,Pahang,P.083,Kuantan,47858,0.85,4515,56303,8445
ge13,Pahang,P.084,Paya Besar,40834,0.85,7715,48040,7206
ge13,Pahang,P.085,Pekan,68464,0.853,35613,80262,11798
ge13,Pahang,P.086,Maran,32750,0.852,6475,38438,5688
ge13,Pahang,P.087,Kuala Krau,37663,0.876,6205,42994,5331
ge13,Pahang,P.088,Temerloh,56595,0.856,1070,66115,9520
ge13,Pahang,P.089,Bentong,52628,0.845,379,62281,9653
ge13,Pahang,P.090,Bera,42944,0.842,2143,51002,8058
ge13,Pahang,P.091,Rompin,46014,0.859,15114,53566,7552
ge13,Selangor,P.092,Sabak Bernam,31859,0.854,1890,37305,5446
ge13,Selangor,P.093,Sungai Besar,37810,0.883,399,42819,5009
ge13,Selangor,P.094,Hulu Selangor,75113,0.876,3414,85745,10632
ge13,Selangor,P.095,Tanjong Karang,37768,0.892,4394,42340,4572
ge13,Selangor,P.096,Kuala Selangor,55592,0.892,460,62322,6730
ge13,Selangor,P.097,Selayang,92528,0.874,17958,105867,13339
ge13,Selangor,P.098,Gombak,107140,0.869,4734,123291,16151
ge13,Selangor,P.099,Ampang,71574,0.861,13278,83128,11554
ge13,Selangor,P.100,Pandan,73228,0.873,26729,83880,10652
ge13,Selangor,P.101,Hulu Langat,112856,0.886,17267,127376,14520
ge13,Selangor,P.102,Bangi,118339,0.889,42206,133114,14775
ge13,Selangor,P.103,Puchong,94529,0.883,32802,107054,12525
ge13,Selangor,P.104,Subang,86497,0.854,28827,101284,14787
ge13,Selangor,P.105,Petaling Jaya,65323,0.821,19216,79565,14242
ge13,Selangor,P.106,Damansara,70727,0.828,44672,85419,14692
ge13,Selangor,P.107,Sungai Buloh,112937,0.879,26719,128483,15546
ge13,Selangor,P.108,Shah Alam,88128,0.882,10939,99918,11790
ge13,Selangor,P.109,Kapar,127023,0.881,23790,144180,17157
ge13,Selangor,P.110,Klang,84219,0.868,24685,97026,12807
ge13,Selangor,P.111,Kota Raja,92729,0.876,29395,105855,13126
ge13,Selangor,P.112,Kuala Langat,78726,0.89,5358,88456,9730
ge13,Selangor,P.113,Sepang,75135,0.891,1142,84326,9191
ge13,W.P. Kuala Lumpur,P.114,Kepong,58585,0.861,40307,68042,9457
ge13,W.P. Kuala Lumpur,P.115,Batu,72147,0.845,13284,85381,13234
ge13,W.P. Kuala Lumpur,P.116,Wangsa Maju,58291,0.86,5511,67780,9489
ge13,W.P. Kuala Lumpur,P.117,Segambut,64184,0.849,19199,75599,11415
ge13,W.P. Kuala Lumpur,P.118,Setiawangsa,52910,0.849,1390,62320,9410
ge13,W.P. Kuala Lumpur,P.119,Titiwangsa,45631,0.825,866,55310,9679
ge13,W.P. Kuala Lumpur,P.120,Bukit Bintang,41824,0.751,19399,55691,13867
ge13,W.P. Kuala Lumpur,P.121,Lembah Pantai,61048,0.843,1847,72417,11369
ge13,W.P. Kuala Lumpur,P.122,Seputeh,71859,0.836,51552,85955,14096
ge13,W.P. Kuala Lumpur,P.123,Cheras,59492,0.82,37409,72551,13059
ge13,W.P. Kuala Lumpur,P.124,Bandar Tun Razak,78157,0.859,11832,90986,12829
ge13,W.P. Putrajaya,P.125,Putrajaya,14465,0.916,5541,15791,1326
ge13,Negeri Sembilan,P.126,Jelebu,38020,0.846,7101,44940,6920
ge13,Negeri Sembilan,P.127,Jempol,54858,0.841,8629,65229,10371
ge13,Negeri Sembilan,P.128,Seremban,87617,0.856,12553,102356,14739
ge13,Negeri Sembilan,P.129,Kuala Pilah,40291,0.845,9661,47681,7390
ge13,Negeri Sembilan,P.130,Rasah,75860,0.858,24101,88414,12554
ge13,Negeri Sembilan,P.131,Rembau,69548,0.873,18357,79665,10117
ge13,Negeri Sembilan,P.132,Port Dickson,59984,0.851,1579,70486,10502
ge13,Negeri Sembilan,P.133,Tampin,48799,0.852,11162,57275,8476
ge13,Melaka,P.134,Masjid Tanah,39827,0.867,16200,45936,6109
ge13,Melaka,P.135,Alor Gajah,55131,0.867,11597,63588,8457
ge13,Melaka,P.136,Tangga Batu,64426,0.879,15633,73294,8868
ge13,Melaka,P.137,Hang Tuah Jaya,88271,0.888,5733,99404,11133
ge13,Melaka,P.138,Kota Melaka,79651,0.863,20746,92295,12644
ge13,Melaka,P.139,Jasin,56856,0.882,11763,64462,7606
ge13,Johor,P.140,Segamat,39895,0.849,1217,46990,7095
ge13,Johor,P.141,Sekijang,37519,0.871,3007,43075,5556
ge13,Johor,P.142,Labis,32027,0.849,353,37723,5696
ge13,Johor,P.143,Pagoh,40613,0.868,12842,46789,6176
ge13,Johor,P.144,Ledang,60382,0.871,1967,69324,8942
ge13,Johor,P.145,Bakri,58453,0.87,5067,67187,8734
ge13,Johor,P.146,Muar,40992,0.85,1646,48225,7233
ge13,Johor,P.147,Parit Sulong,49855,0.876,11753,56912,7057
ge13,Johor,P.148,Ayer Hitam,37841,0.882,7310,42903,5062
ge13,Johor,P.149,Sri Gading,39899,0.89,5761,44830,4931
ge13,Johor,P.150,Batu Pahat,77202,0.875,1524,88230,11028
ge13,Johor,P.151,Simpang Renggam,34754,0.866,5706,40131,5377
ge13,Johor,P.152,Kluang,75262,0.868,7359,86707,11445
ge13,Johor,P.153,Sembrong,35910,0.863,10631,41610,5700
ge13,Johor,P.154,Mersing,37393,0.84,15747,44515,7122
ge13,Johor,P.155,Tenggara,34946,0.88,17196,39711,4765
ge13,Johor,P.156,Kota Tinggi,36943,0.882,24574,41885,4942
ge13,Johor,P.157,Pengerang,33067,0.87,22508,38008,4941
ge13,Johor,P.158,Tebrau,79835,0.882,1767,90515,10680
ge13,Johor,P.159,Pasir Gudang,88550,0.876,935,101084,12534
ge13,Johor,P.160,Johor Bahru,79965,0.83,10495,96343,16378
ge13,Johor,P.161,Pulai,85924,0.855,3226,100495,14571
ge13,Johor,P.162,Iskandar Puteri,95068,0.891,14762,106698,11630
